SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-739510708,54859,Queued,Awaiting Assignment,A2_1,Org line A2,N19 2nd,Medium,PROD790,pl,POLAND,0.427,0.409,43651.836,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,70.378
1-739510708,54860,Accepted,In Progress,A2_1,Org line A2,N19 2nd,Medium,PROD790,pl,Sweden,0.493,0.066,43651.902,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,70.378
1-739510708,54861,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD790,pl,Sweden,0.77,0.277,43652.179,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,70.378
1-739510708,54862,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD790,pl,POLAND,1.107,0.337,43652.516,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,70.378
1-739510708,54863,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD790,pl,POLAND,1.217,0.11,43652.626,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,70.378
1-739510708,54864,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD790,pl,POLAND,70.334,69.117,43721.743,Friday,4,2,0,0,0,1,0,0,0,0,0,0,0,70.378
1-739510708,54865,Completed,Resolved,A2_1,Org line A2,D8,Medium,PROD790,pl,POLAND,70.374,0.04,43721.783,Friday,5,2,0,0,0,1,0,0,0,0,0,0,0,70.378
1-739512617,54884,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,POLAND,0.0,0.0,43651.99,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54885,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,POLAND,0.008,0.008,43651.998,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54886,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,in,POLAND,0.635,0.627,43652.625,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54887,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,1.757,1.122,43653.747,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54888,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,1.779,0.022,43653.769,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54889,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,2.625,0.846,43654.615,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54890,Accepted,Wait,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,2.646,0.021,43654.636,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,120.661
1-739512617,54891,Accepted,Wait - User,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,3.428,0.782,43655.418,Friday,4,1,0,1,0,0,0,1,0,0,0,0,0,120.661
1-739512617,54892,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,94.222,90.794,43746.212,Friday,4,1,0,1,0,1,0,1,0,0,0,0,0,120.661
1-739512617,54893,Completed,Resolved,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,95.134,0.912,43747.124,Friday,5,1,0,1,0,1,0,1,0,0,0,0,0,120.661
1-739512971,54902,Accepted,In Progress,A2_2,Org line A2,G332 2nd,Medium,PROD597,in,Sweden,0.0,0.0,43648.476,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,643.377
1-739512971,54903,Accepted,In Progress,A2_2,Org line A2,G332 2nd,Medium,PROD597,in,Sweden,0.126,0.126,43648.602,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,643.377
1-739512971,54904,Queued,Awaiting Assignment,E_8,Org line C,G119 2nd,Medium,PROD597,in,Sweden,0.146,0.02,43648.622,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,643.377
1-739512971,54905,Accepted,In Progress,E_8,Org line C,G119 2nd,Medium,PROD597,in,Sweden,3.42,3.274,43651.896,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,643.377
1-739512971,54906,Completed,Resolved,E_8,Org line C,G119 2nd,Medium,PROD597,in,Sweden,3.828,0.408,43652.304,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,643.377
1-739513366,54932,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden,0.0,0.0,43650.718,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,641.123
1-739513366,54933,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden,0.196,0.196,43650.914,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,641.123
1-739513366,54934,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD13,se,Sweden,0.305,0.109,43651.023,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,641.123
1-739523048,55003,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD635,be,0,0.0,0.0,43649.93,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,728.278
1-739523048,55004,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD635,be,0,0.001,0.001,43649.931,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,728.278
1-739523048,55005,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD635,be,Sweden,0.592,0.591,43650.522,Friday,0,2,0,0,0,0,0,0,0,0,0,0,0,728.278
1-739523048,55006,Queued,Awaiting Assignment,A2_4,Org line A2,G306 2nd,Medium,PROD635,be,Sweden,0.715,0.123,43650.645,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,728.278
1-739523048,55007,Accepted,In Progress,A2_4,Org line A2,G306 2nd,Medium,PROD635,be,Belgium,94.849,94.134,43744.779,Friday,1,3,0,0,0,0,0,0,0,0,0,0,0,728.278
1-739523048,55008,Completed,Resolved,A2_4,Org line A2,G306 2nd,Medium,PROD635,be,Belgium,94.858,0.009,43744.788,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,728.278
1-739524210,55051,Accepted,In Progress,V3_2,Org line C,C9,Low,PROD267,br,Brazil,0.0,0.0,43651.219,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,34.956
1-739524210,55052,Accepted,In Progress,V3_2,Org line C,C9,Low,PROD267,br,Brazil,0.028,0.028,43651.247,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,34.956
1-739524210,55053,Accepted,Assigned,V3_2,Org line C,C9,Low,PROD267,br,Brazil,0.366,0.338,43651.585,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,34.956
1-739524210,55054,Accepted,In Progress,V3_2,Org line C,C9,Low,PROD267,br,Brazil,1.794,1.428,43653.013,Friday,2,0,0,1,0,0,0,0,0,0,0,0,0,34.956
1-739524210,55055,Completed,Resolved,V3_2,Org line C,C9,Low,PROD267,br,Brazil,1.934,0.14,43653.153,Friday,3,0,0,1,0,0,0,0,0,0,0,0,0,34.956
1-739524351,55057,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,0.0,0.0,43651.18,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55058,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,0.021,0.021,43651.201,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55059,Queued,Awaiting Assignment,E_6,Org line B,S4 2nd,Medium,PROD139,br,Brazil,0.155,0.134,43651.335,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55060,Accepted,In Progress,E_6,Org line B,S4 2nd,Medium,PROD139,br,Brazil,0.668,0.513,43651.848,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55061,Queued,Awaiting Assignment,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,1.047,0.379,43652.227,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55062,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,3.445,2.398,43654.625,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55063,Accepted,Assigned,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,3.451,0.006,43654.631,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55064,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,4.783,1.332,43655.963,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55065,Queued,Awaiting Assignment,E_6,Org line B,S4 2nd,Medium,PROD139,br,Brazil,5.061,0.278,43656.241,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55066,Accepted,In Progress,E_6,Org line B,S4 2nd,Medium,PROD139,br,Brazil,7.287,2.226,43658.467,Friday,5,3,0,1,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55067,Queued,Awaiting Assignment,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,7.538,0.251,43658.718,Friday,6,3,0,1,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55068,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,13.335,5.797,43664.515,Friday,6,4,0,1,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55069,Accepted,Assigned,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,13.342,0.007,43664.522,Friday,7,4,0,1,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55070,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,13.424,0.082,43664.604,Friday,7,4,0,2,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55071,Accepted,Wait,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,13.432,0.008,43664.612,Friday,8,4,0,2,0,0,0,0,0,0,0,0,0,121.474
1-739524351,55072,Completed,Resolved,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,88.284,74.852,43739.464,Friday,8,4,0,2,0,0,0,1,0,0,0,0,0,121.474
1-739524745,55107,Accepted,In Progress,E_5,Org line C,G81,Low,PROD802,in,INDIA,0.0,0.0,43652.018,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,639.812
1-739524745,55108,Accepted,In Progress,E_5,Org line C,G81,Low,PROD802,in,INDIA,0.029,0.029,43652.047,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,639.812
1-739524745,55109,Completed,Resolved,E_5,Org line C,G81,Low,PROD802,in,INDIA,0.483,0.454,43652.501,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,639.812
1-739524863,55114,Accepted,In Progress,A2_1,Org line B,D1,High,PROD305,cn,INDIA,0.0,0.0,43652.413,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55115,Accepted,In Progress,A2_1,Org line B,D1,High,PROD305,cn,INDIA,0.056,0.056,43652.469,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55116,Queued,Awaiting Assignment,missing,Org line B,B10 2nd,High,PROD305,cn,INDIA,0.281,0.225,43652.694,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55117,Accepted,In Progress,missing,Org line B,B10 2nd,High,PROD305,cn,INDIA,2.99,2.709,43655.403,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55118,Queued,Awaiting Assignment,A2_1,Org line B,D1,High,PROD305,cn,INDIA,67.282,64.292,43719.695,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55119,Accepted,In Progress,A2_1,Org line B,D1,High,PROD305,cn,INDIA,80.388,13.106,43732.801,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55120,Queued,Awaiting Assignment,missing,Org line B,B10 2nd,High,PROD305,cn,INDIA,80.813,0.425,43733.226,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55121,Accepted,In Progress,missing,Org line B,B10 2nd,High,PROD305,cn,INDIA,82.313,1.5,43734.726,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55122,Queued,Awaiting Assignment,A2_1,Org line B,D1,High,PROD305,cn,INDIA,90.334,8.021,43742.747,Friday,5,3,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55123,Accepted,In Progress,A2_1,Org line B,D1,High,PROD305,cn,INDIA,90.647,0.313,43743.06,Friday,5,4,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55124,Accepted,Wait,A2_1,Org line B,D1,High,PROD305,cn,INDIA,90.731,0.084,43743.144,Friday,6,4,0,0,0,0,0,0,0,0,0,0,0,120.237
1-739524863,55125,Completed,Resolved,A2_1,Org line B,D1,High,PROD305,cn,INDIA,90.746,0.015,43743.159,Friday,6,4,0,0,0,0,0,1,0,0,0,0,0,120.237
1-739533652,55175,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD434,se,Sweden,0.0,0.0,43655.054,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756
1-739533652,55176,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD434,se,Sweden,0.082,0.082,43655.136,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.756
1-739551485,55318,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD38,pl,POLAND,0.0,0.0,43654.762,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148
1-739551485,55319,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD38,pl,POLAND,0.028,0.028,43654.79,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.148
1-739551561,55324,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD253,se,Sweden,0.0,0.0,43652.553,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55325,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD253,se,Sweden,0.878,0.878,43653.431,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55326,Queued,Awaiting Assignment,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,1.574,0.696,43654.127,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55327,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,2.655,1.081,43655.208,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55328,Accepted,Assigned,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,2.767,0.112,43655.32,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55329,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,4.284,1.517,43656.837,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55330,Accepted,Wait - User,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,4.716,0.432,43657.269,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,985.07
1-739551561,55331,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,65.438,60.722,43717.991,Friday,4,1,0,1,0,1,0,0,0,0,0,0,0,985.07
1-739551561,55332,Accepted,Wait - User,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,74.105,8.667,43726.658,Friday,5,1,0,1,0,1,0,0,0,0,0,0,0,985.07
1-739551561,55333,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,323.271,249.166,43975.824,Friday,5,1,0,1,0,2,0,0,0,0,0,0,0,985.07
1-739551561,55334,Completed,Resolved,E_10,Org line C,G140 2nd,Medium,PROD253,se,Sweden,323.44,0.169,43975.993,Friday,6,1,0,1,0,2,0,0,0,0,0,0,0,985.07
1-739556519,55387,Completed,Resolved,V3_2,Org line C,G179,Medium,PROD834,pl,POLAND,0.0,0.0,43651.999,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,427.68
1-739556519,55388,Accepted,Assigned,E_1,Org line C,G294 2nd,Medium,PROD834,pl,Sweden,92.363,92.363,43744.362,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,427.68
1-739556519,55389,Accepted,Wait - User,V3_2,Org line C,G179,Medium,PROD834,pl,POLAND,330.878,238.515,43982.877,Friday,0,0,1,1,0,0,0,0,0,0,0,0,0,427.68
1-739587272,55587,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD454,pl,POLAND,0.0,0.0,43653.272,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441
1-739587272,55588,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD454,pl,POLAND,0.005,0.005,43653.277,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.441
1-739594606,55622,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,0.0,0.0,43652.902,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,33.268
1-739594606,55623,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,0.069,0.069,43652.971,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,33.268
1-739594606,55624,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,0.134,0.065,43653.036,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,33.268
1-739594606,55625,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,8.208,8.074,43661.11,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,33.268
1-739594606,55626,Accepted,Wait,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,8.217,0.009,43661.119,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,33.268
1-739594606,55627,Completed,Resolved,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,24.286,16.069,43677.188,Friday,3,1,0,0,0,0,0,1,0,0,0,0,0,33.268
1-739594962,55629,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD802,br,Brazil,0.0,0.0,43652.945,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012
1-739594962,55630,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD802,br,Brazil,0.006,0.006,43652.951,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012
1-739599307,55673,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.0,0.0,43653.901,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,32.267
1-739599307,55674,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.743,0.743,43654.644,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,32.267
1-739599307,55675,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.995,0.252,43654.896,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,32.267
1-739599307,55676,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.996,0.001,43654.897,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,32.267
1-739599307,55677,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,1.0,0.004,43654.901,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,32.267
1-739599307,55678,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,1.009,0.009,43654.91,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,32.267
1-739599307,55679,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,18.695,17.686,43672.596,Friday,3,2,0,0,0,0,0,1,0,0,0,0,0,32.267
1-739600934,55739,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.0,0.0,43653.102,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,379.002
1-739600934,55740,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.01,0.01,43653.112,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,379.002
1-739600934,55741,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.521,0.511,43653.623,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,379.002
1-739600934,55742,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,22.115,21.594,43675.217,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,379.002
1-739600934,55743,Accepted,Wait - Implementation,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,22.127,0.012,43675.229,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,379.002
1-739600934,55744,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,81.578,59.451,43734.68,Friday,3,1,0,0,0,0,1,0,0,0,0,0,0,379.002
1-739600934,55745,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,81.582,0.004,43734.684,Friday,4,1,0,0,0,0,1,0,0,0,0,0,0,379.002
1-739600934,55746,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,85.199,3.617,43738.301,Friday,4,1,0,1,0,0,1,0,0,0,0,0,0,379.002
1-739600934,55747,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,85.209,0.01,43738.311,Friday,5,1,0,1,0,0,1,0,0,0,0,0,0,379.002
1-739600934,55748,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,108.742,23.533,43761.844,Friday,5,1,0,1,0,0,1,1,0,0,0,0,0,379.002
1-739600934,55749,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,361.774,253.032,44014.876,Friday,5,1,0,1,0,1,1,1,0,0,0,0,0,379.002
1-739601945,55775,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD618,pl,INDIA,0.0,0.0,43653.618,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636
1-739601945,55776,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD618,pl,INDIA,0.041,0.041,43653.659,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.636
1-739604067,55783,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD635,be,0,0.0,0.0,43653.853,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,724.346
1-739604067,55784,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD635,be,Sweden,0.286,0.286,43654.139,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,724.346
1-739604067,55785,Queued,Awaiting Assignment,A2_4,Org line A2,G306 2nd,Medium,PROD635,be,Sweden,0.327,0.041,43654.18,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,724.346
1-739604067,55786,Accepted,In Progress,A2_4,Org line A2,G306 2nd,Medium,PROD635,be,Belgium,90.909,90.582,43744.762,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,724.346
1-739604067,55787,Completed,Resolved,A2_4,Org line A2,G306 2nd,Medium,PROD635,be,Belgium,90.917,0.008,43744.77,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,724.346
1-739604078,55789,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43653.867,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,637.956
1-739604078,55790,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD383,se,Sweden,0.632,0.632,43654.499,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,637.956
1-739604078,55791,Completed,Resolved,E_5,Org line C,G76,Medium,PROD383,se,Sweden,0.65,0.018,43654.517,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,637.956
1-739604436,55813,Queued,Awaiting Assignment,E_6,Org line C,G296 2nd,High,PROD378,be,0,0.0,0.0,43655.979,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,30.184
1-739604436,55814,Accepted,In Progress,E_6,Org line C,G296 2nd,High,PROD378,be,Belgium,0.839,0.839,43656.818,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,30.184
1-739604436,55815,Completed,Resolved,E_6,Org line C,G296 2nd,High,PROD378,be,Belgium,1.442,0.603,43657.421,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,30.184
1-739604632,55835,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43657.418,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,634.386
1-739604632,55836,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD383,se,Sweden,1.23,1.23,43658.648,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,634.386
1-739604632,55837,Completed,Resolved,E_5,Org line C,G76,Medium,PROD383,se,Sweden,1.276,0.046,43658.694,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,634.386
1-739606472,55888,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD832,se,Sweden,0.0,0.0,43654.916,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131
1-739606472,55889,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD832,se,Sweden,0.01,0.01,43654.926,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.131
1-739607445,55934,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD671,se,Sweden,0.0,0.0,43654.527,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347
1-739607445,55935,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD671,se,Sweden,0.06,0.06,43654.587,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1.347
1-739610281,55968,Accepted,In Progress,A2_2,Org line A2,G332 2nd,Medium,PROD607,in,Sweden,0.0,0.0,43654.651,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,982.971
1-739610281,55969,Accepted,In Progress,A2_2,Org line A2,G332 2nd,Medium,PROD607,in,Sweden,0.02,0.02,43654.671,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,982.971
1-739610281,55970,Queued,Awaiting Assignment,D_1,Org line A2,L38 3rd,Medium,PROD607,in,Sweden,0.155,0.135,43654.806,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,982.971
1-739610281,55971,Accepted,In Progress,D_1,Org line A2,L38 3rd,Medium,PROD607,in,Sweden,65.357,65.202,43720.008,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,982.971
1-739610281,55972,Accepted,Wait - User,D_1,Org line A2,L38 3rd,Medium,PROD607,in,Sweden,66.917,1.56,43721.568,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,982.971
1-739610281,55973,Queued,Awaiting Assignment,D_1,Org line A2,L51 3rd,Medium,PROD607,in,Sweden,321.084,254.167,43975.735,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,982.971
1-739610281,55974,Queued,Awaiting Assignment,D_1,Org line A2,L51 3rd,Medium,PROD607,in,Sweden,321.085,0.001,43975.736,Friday,3,2,0,0,0,1,0,0,0,0,0,0,0,982.971
1-739610281,55975,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,in,Sweden,323.874,2.789,43978.525,Friday,3,3,0,0,0,1,0,0,0,0,0,0,0,982.971
