,SR_Number,Change_Date+Time,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country
0,1-739410906,2012-05-03T11:40:03+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739411011,2012-05-03T11:45:33+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
1,1-739411011,2012-05-03T11:45:55+01:00,Queued,Awaiting Assignment,D_1,Org line A2,L38 3rd,Medium,PROD607,se,Sweden
0,1-739411381,2012-05-03T12:36:26+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD215,pl,POLAND
0,1-739411408,2012-05-03T12:56:44+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND
1,1-739411408,2012-05-03T12:57:07+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND
2,1-739411408,2012-05-03T13:07:46+01:00,Queued,Awaiting Assignment,E_7,Org line C,G165 2nd,Low,PROD424,pl,POLAND
0,1-739411411,2012-05-03T12:43:36+01:00,Accepted,In Progress,E_8,Org line C,G181 2nd,Medium,PROD475,pl,Sweden
1,1-739411411,2012-05-07T12:03:55+01:00,Accepted,In Progress,E_8,Org line C,G181 2nd,Medium,PROD475,pl,Sweden
0,1-739411723,2012-05-03T13:20:24+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,se,Brazil
1,1-739411723,2012-05-03T13:20:55+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,se,Brazil
0,1-739411762,2012-05-03T13:18:02+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739411822,2012-05-03T13:28:19+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
1,1-739411822,2012-05-03T13:29:16+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
2,1-739411822,2012-05-03T13:33:11+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
3,1-739411822,2012-05-03T21:02:34+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
0,1-739412416,2012-05-03T12:06:16+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739412435,2012-05-03T11:42:22+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD424,pl,POLAND
1,1-739412435,2012-05-03T11:42:29+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD424,pl,POLAND
0,1-739412499,2012-05-03T11:46:34+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
1,1-739412499,2012-05-03T11:47:08+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
2,1-739412499,2012-05-03T12:20:07+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
3,1-739412499,2012-05-03T12:23:33+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
4,1-739412499,2012-05-03T12:23:39+01:00,Accepted,Assigned,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
0,1-739412580,2012-05-03T12:02:52+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
0,1-739412650,2012-05-03T12:44:28+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739413109,2012-05-03T11:49:07+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD258,pl,INDIA
1,1-739413109,2012-05-03T11:49:23+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD258,pl,INDIA
0,1-739413127,2012-05-03T11:38:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD38,se,POLAND
1,1-739413127,2012-05-03T11:40:02+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD38,se,POLAND
2,1-739413127,2012-05-03T11:58:01+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD38,se,POLAND
3,1-739413127,2012-05-03T11:58:03+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD38,se,POLAND
0,1-739413212,2012-05-03T12:02:48+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD640,se,Sweden
0,1-739413403,2012-05-03T12:05:30+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,se,INDIA
1,1-739413403,2012-05-03T12:05:51+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,se,INDIA
0,1-739413428,2012-05-03T12:45:12+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
1,1-739413428,2012-05-03T12:49:02+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
2,1-739413428,2012-05-03T13:09:24+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
0,1-739413442,2012-05-03T12:12:43+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD321,pl,INDIA
0,1-739413498,2012-05-03T12:18:50+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden
0,1-739413540,2012-05-03T12:26:30+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739413646,2012-05-03T12:49:46+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,INDIA
1,1-739413646,2012-05-03T12:50:07+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,INDIA
0,1-739414928,2012-05-03T11:32:07+01:00,Accepted,In Progress,A2_4,Org line A2,G35 2nd,Medium,PROD211,se,Sweden
0,1-739414940,2012-05-03T11:41:19+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD533,se,Sweden
1,1-739414940,2012-05-03T11:49:54+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD533,se,Sweden
0,1-739415030,2012-05-03T12:23:57+01:00,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD369,se,Sweden
0,1-739415092,2012-05-03T11:52:10+01:00,Accepted,In Progress,A2_4,Org line A2,G35 2nd,Medium,PROD211,se,Sweden
0,1-739415175,2012-05-03T13:03:31+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden
0,1-739415217,2012-05-03T12:31:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD465,fr,POLAND
1,1-739415217,2012-05-03T12:32:02+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD465,fr,POLAND
0,1-739415221,2012-05-03T12:04:15+01:00,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
1,1-739415221,2012-05-03T12:05:52+01:00,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
2,1-739415221,2012-05-03T12:14:48+01:00,Queued,Awaiting Assignment,,Org line B,B10 2nd,Medium,PROD305,cn,INDIA
0,1-739415374,2012-05-03T12:21:03+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD818,se,Brazil
0,1-739415440,2012-05-03T12:24:59+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD818,se,Brazil
0,1-739415526,2012-05-03T12:28:49+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Low,PROD229,pl,Brazil
1,1-739415526,2012-05-03T12:28:55+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Low,PROD229,pl,Brazil
0,1-739415569,2012-05-03T13:07:08+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD818,se,Brazil
1,1-739415569,2012-05-03T13:07:14+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD818,se,Brazil
0,1-739415839,2012-05-03T12:55:52+01:00,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD478,se,Sweden
0,1-739415859,2012-05-03T13:09:29+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD240,se,Sweden
1,1-739415859,2012-05-03T13:11:11+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD240,se,Sweden
2,1-739415859,2012-05-03T13:13:51+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G49,Medium,PROD240,se,Sweden
3,1-739415859,2012-05-03T13:13:54+01:00,Accepted,In Progress,V3_2,Org line C,G49,Medium,PROD240,se,Sweden
0,1-739415908,2012-05-03T11:36:51+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD279,fr,POLAND
1,1-739415908,2012-05-03T11:41:40+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD279,fr,POLAND
0,1-739415920,2012-05-03T11:53:19+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD220,se,Sweden
0,1-739415952,2012-05-03T11:56:33+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,INDIA
0,1-739416175,2012-05-03T12:15:37+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD13,pl,POLAND
0,1-739416307,2012-05-03T12:24:21+01:00,Accepted,In Progress,V3_2,Org line C,C9,Medium,PROD562,br,Brazil
0,1-739416349,2012-05-03T12:16:20+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND
0,1-739416485,2012-05-03T13:25:42+01:00,Accepted,In Progress,V3_2,Org line C,C9,Medium,PROD408,br,Brazil
1,1-739416485,2012-05-03T13:26:00+01:00,Accepted,In Progress,V3_2,Org line C,C9,Medium,PROD408,br,Brazil
0,1-739416531,2012-05-03T12:33:03+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD319,se,Sweden
0,1-739416557,2012-05-03T12:39:14+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD730,se,Sweden
1,1-739416557,2012-05-03T12:39:20+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD730,se,Sweden
0,1-739416641,2012-05-03T12:39:27+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739416700,2012-05-03T13:32:46+01:00,Accepted,In Progress,,Org line G4,G51 2nd,Medium,PROD31,se,Sweden
0,1-739416727,2012-05-03T12:54:40+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739418978,2012-05-03T11:51:07+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD38,be,Belgium
1,1-739418978,2012-05-03T11:54:27+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD38,be,Belgium
2,1-739418978,2012-05-03T11:56:50+01:00,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD38,be,Belgium
3,1-739418978,2012-05-03T12:08:51+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,N19 2nd,Medium,PROD38,be,Belgium
4,1-739418978,2012-05-03T12:18:46+01:00,Accepted,In Progress,A2_1,Org line A2,N19 2nd,Medium,PROD38,be,Sweden
5,1-739418978,2012-05-03T12:20:04+01:00,Queued,Awaiting Assignment,,Org line E,A14,Medium,PROD38,be,Sweden
6,1-739418978,2012-05-03T12:20:45+01:00,Queued,Awaiting Assignment,,Org line E,A14,Medium,PROD38,be,0
7,1-739418978,2012-05-04T07:43:16+01:00,Accepted,In Progress,,Org line E,A14,Medium,PROD38,be,0
0,1-739419198,2012-05-03T12:11:42+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD327,be,Belgium
0,1-739419216,2012-05-03T12:25:55+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD615,se,Sweden
1,1-739419216,2012-05-03T12:27:26+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD615,se,Sweden
0,1-739419280,2012-05-03T12:20:05+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD597,be,Belgium
1,1-739419280,2012-05-03T12:20:14+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD597,be,Belgium
0,1-739419378,2012-05-03T12:28:26+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD327,be,Belgium
0,1-739419467,2012-05-03T12:32:19+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
0,1-739419541,2012-05-03T12:40:10+01:00,Accepted,In Progress,V3_2,Org line C,C9,Low,PROD274,br,Brazil
0,1-739419594,2012-05-03T12:46:48+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD205,in,Brazil
1,1-739419594,2012-05-03T12:48:30+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD205,in,Brazil
2,1-739419594,2012-05-03T13:07:02+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD205,in,Brazil
3,1-739419594,2012-05-03T21:04:00+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD205,in,Brazil
4,1-739419594,2012-05-03T21:04:08+01:00,Accepted,Wait - Implementation,V3_2,Org line C,G97,Low,PROD205,in,Brazil
5,1-739419594,2012-05-04T13:59:22+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD205,in,Brazil
0,1-739419608,2012-05-03T13:10:01+01:00,Accepted,In Progress,V3_2,Org line C,C9,Low,PROD274,br,Brazil
0,1-739419638,2012-05-03T12:49:01+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
0,1-739419900,2012-05-03T13:22:38+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD268,se,Sweden
1,1-739419900,2012-05-03T13:23:36+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD268,se,Sweden
2,1-739419900,2012-05-03T13:25:51+01:00,Queued,Awaiting Assignment,,Org line V2,T7,Medium,PROD268,se,Sweden
0,1-739424259,2012-05-03T12:35:56+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD274,pl,POLAND
0,1-739424939,2012-05-03T12:11:42+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD325,in,Sweden
1,1-739424939,2012-05-03T12:43:03+01:00,Accepted,In Progress,,Other,S56,Medium,PROD325,in,POLAND
2,1-739424939,2012-05-03T12:45:28+01:00,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD325,in,POLAND
3,1-739424939,2012-05-03T13:20:33+01:00,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD325,in,INDIA
0,1-739424941,2012-05-03T12:09:07+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD321,pl,Sweden
1,1-739424941,2012-05-03T12:40:45+01:00,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD321,pl,POLAND
0,1-739425131,2012-05-03T14:11:47+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G359,Low,PROD694,pl,Sweden
1,1-739425131,2012-05-03T14:17:54+01:00,Accepted,In Progress,V3_2,Org line C,G359,Low,PROD694,pl,POLAND
2,1-739425131,2012-05-03T14:20:51+01:00,Completed,Resolved,V3_2,Org line C,G359,Low,PROD694,pl,POLAND
0,1-739425141,2012-05-03T14:16:47+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD258,pl,USA
0,1-739425181,2012-05-03T14:41:34+01:00,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD325,in,Brazil
1,1-739425181,2012-05-03T14:47:46+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Medium,PROD325,in,POLAND
0,1-739425191,2012-05-03T14:48:24+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD365,in,Sweden
1,1-739425191,2012-05-03T15:20:38+01:00,Accepted,In Progress,,Other,S56,Medium,PROD365,in,POLAND
0,1-739425201,2012-05-03T15:12:08+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD253,us,USA
1,1-739425201,2012-05-03T17:03:44+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD253,us,USA
0,1-739425291,2012-05-03T16:00:40+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD365,in,Sweden
1,1-739425291,2012-05-04T14:33:24+01:00,Accepted,In Progress,,Other,S56,Medium,PROD365,in,POLAND
0,1-739425301,2012-05-03T16:02:01+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G311,Medium,PROD379,pl,Belgium
1,1-739425301,2012-05-04T13:13:12+01:00,Accepted,In Progress,V3_2,Org line C,G311,Medium,PROD379,pl,POLAND
0,1-739425371,2012-05-03T16:39:50+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD802,in,USA
1,1-739425371,2012-05-04T14:10:51+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD802,in,Brazil
2,1-739425371,2012-05-04T14:12:32+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD802,in,Brazil
3,1-739425371,2012-05-04T14:13:04+01:00,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,Medium,PROD802,in,Brazil
4,1-739425371,2012-05-04T14:14:20+01:00,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
5,1-739425371,2012-05-04T14:15:23+01:00,Accepted,Assigned,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
6,1-739425371,2012-05-04T14:19:18+01:00,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
0,1-739425411,2012-05-03T17:04:06+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N40,Medium,PROD423,us,USA
1,1-739425411,2012-05-03T17:24:45+01:00,Accepted,In Progress,V3_2,Org line C,N40,Medium,PROD423,us,USA
0,1-739425441,2012-05-03T17:07:46+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G311,Low,PROD494,pl,Belgium
1,1-739425441,2012-05-04T01:49:31+01:00,Accepted,In Progress,V3_2,Org line C,G311,Low,PROD494,pl,Brazil
2,1-739425441,2012-05-04T01:49:38+01:00,Accepted,In Progress,V3_2,Org line C,G311,Low,PROD494,pl,Brazil
0,1-739425621,2012-05-03T21:49:07+01:00,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Low,PROD424,pl,Brazil
1,1-739425621,2012-05-04T00:45:52+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD424,pl,Brazil
2,1-739425621,2012-05-04T00:46:07+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD424,pl,Brazil
3,1-739425621,2012-05-04T00:48:32+01:00,Accepted,Wait,V3_2,Org line G2,S8,Low,PROD424,pl,Brazil
4,1-739425621,2012-05-04T15:27:01+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD424,pl,Brazil
5,1-739425621,2012-05-04T15:27:30+01:00,Queued,Awaiting Assignment,E_6,Org line B,S16,Low,PROD424,pl,Brazil
6,1-739425621,2012-05-04T15:43:49+01:00,Accepted,In Progress,E_6,Org line B,S16,Low,PROD424,pl,Brazil
0,1-739425641,2012-05-03T22:22:14+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N40,Medium,PROD482,us,USA
1,1-739425641,2012-05-03T22:37:14+01:00,Accepted,In Progress,V3_2,Org line C,N40,Medium,PROD482,us,USA
0,1-739425662,2012-05-04T03:14:18+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD321,pl,INDIA
0,1-739425681,2012-05-04T07:48:29+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD424,pl,Sweden
1,1-739425681,2012-05-04T08:18:08+01:00,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD424,pl,POLAND
0,1-739425711,2012-05-04T08:20:43+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD577,se,Sweden
1,1-739425711,2012-05-04T09:57:49+01:00,Accepted,In Progress,,Other,S56,Medium,PROD577,se,POLAND
0,1-739425721,2012-05-04T08:21:51+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD344,se,Sweden
1,1-739425721,2012-05-04T08:48:53+01:00,Accepted,In Progress,,Other,S56,Medium,PROD344,se,POLAND
0,1-739425731,2012-05-04T08:45:08+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD379,pl,Sweden
1,1-739425731,2012-05-04T10:07:07+01:00,Accepted,In Progress,,Other,S56,Medium,PROD379,pl,POLAND
0,1-739425751,2012-05-04T08:57:38+01:00,Queued,Awaiting Assignment,V3_2,Org line C,V27,Medium,PROD424,pl,France
1,1-739425751,2012-05-04T10:09:18+01:00,Accepted,In Progress,V3_2,Org line C,V27,Medium,PROD424,pl,POLAND
2,1-739425751,2012-05-04T10:14:26+01:00,Completed,Resolved,V3_2,Org line C,V27,Medium,PROD424,pl,POLAND
0,1-739425771,2012-05-04T09:14:13+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G311,Low,PROD424,pl,Belgium
1,1-739425771,2012-05-04T10:20:10+01:00,Accepted,In Progress,V3_2,Org line C,G311,Low,PROD424,pl,POLAND
0,1-739425851,2012-05-04T09:33:35+01:00,Queued,Awaiting Assignment,V3_2,Org line C,B12,Medium,PROD424,au,Australia
1,1-739425851,2012-05-04T09:58:51+01:00,Accepted,In Progress,V3_2,Org line C,B12,Medium,PROD424,au,POLAND
0,1-739425881,2012-05-04T09:58:46+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD455,se,Sweden
1,1-739425881,2012-05-04T10:35:51+01:00,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD455,se,POLAND
2,1-739425881,2012-05-04T10:36:07+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S49,Medium,PROD455,se,POLAND
3,1-739425881,2012-05-04T11:27:56+01:00,Accepted,In Progress,V3_2,Org line C,S49,Medium,PROD455,se,Sweden
4,1-739425881,2012-05-04T11:47:30+01:00,Queued,Awaiting Assignment,V3_2,Org line C,M23,Medium,PROD455,se,Sweden
0,1-739425940,2012-05-03T11:53:57+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD253,ru,POLAND
1,1-739425940,2012-05-03T11:54:11+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD253,ru,POLAND
2,1-739425940,2012-05-03T11:57:19+01:00,Queued,Awaiting Assignment,V3_2,Org line B,R7,Medium,PROD253,ru,POLAND
0,1-739426361,2012-05-03T12:07:41+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD307,se,Sweden
1,1-739426361,2012-05-03T12:19:19+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD307,se,Sweden
0,1-739426614,2012-05-03T12:46:34+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739426850,2012-05-03T13:34:32+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD498,pl,POLAND
0,1-739428067,2012-05-03T12:44:37+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD363,pl,INDIA
0,1-739428083,2012-05-03T13:16:24+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739428588,2012-05-03T12:53:14+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD363,pl,POLAND
0,1-739428694,2012-05-03T14:00:05+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD363,pl,INDIA
0,1-739432260,2012-05-03T11:57:21+01:00,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
0,1-739432326,2012-05-03T12:01:17+01:00,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
0,1-739432407,2012-05-03T12:09:34+01:00,Accepted,In Progress,,Org line G4,G51 2nd,High,PROD221,se,INDIA
0,1-739432421,2012-05-03T12:06:03+01:00,Accepted,In Progress,,Org line H,R2,Medium,PROD612,fr,France
0,1-739432465,2012-05-03T12:16:36+01:00,Accepted,In Progress,,Org line G4,G51 2nd,High,PROD221,se,INDIA
0,1-739432551,2012-05-03T12:21:26+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD325,in,Brazil
1,1-739432551,2012-05-03T12:23:24+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD325,in,Brazil
2,1-739432551,2012-05-03T12:26:24+01:00,Queued,Awaiting Assignment,E_5,Org line C,G92,Low,PROD325,in,Brazil
0,1-739432770,2012-05-03T12:52:58+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden
0,1-739432886,2012-05-03T12:59:00+01:00,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD832,se,Sweden
0,1-739435458,2012-05-03T12:04:45+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND
0,1-739435777,2012-05-03T12:02:34+01:00,Accepted,In Progress,A2_2,Org line A2,G174 2nd,Low,PROD718,se,POLAND
0,1-739435821,2012-05-03T11:56:33+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739435897,2012-05-03T13:13:10+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD321,se,Sweden
0,1-739437632,2012-05-03T12:10:59+01:00,Accepted,In Progress,A2_2,Org line A2,G174 2nd,Low,PROD718,se,POLAND
0,1-739441006,2012-05-03T13:10:02+01:00,Accepted,In Progress,E_6,Org line G1,G358 2nd,High,PROD295,se,Sweden
1,1-739441006,2012-05-03T13:14:06+01:00,Accepted,In Progress,E_6,Org line G1,G358 2nd,High,PROD295,se,Sweden
0,1-739441055,2012-05-03T12:10:06+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD698,pl,POLAND
0,1-739441216,2012-05-03T12:28:19+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD723,pl,POLAND
1,1-739441216,2012-05-03T12:29:27+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD723,pl,POLAND
0,1-739441310,2012-05-03T13:03:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD423,pl,POLAND
0,1-739441321,2012-05-03T12:38:44+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
1,1-739441321,2012-05-03T12:43:22+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739441482,2012-05-03T12:56:55+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD240,se,Sweden
1,1-739441482,2012-05-03T13:03:20+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD240,se,Sweden
0,1-739441534,2012-05-03T12:58:39+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD236,pl,POLAND
0,1-739441582,2012-05-03T13:05:18+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD2,pl,POLAND
0,1-739441613,2012-05-03T13:03:45+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD790,pl,POLAND
0,1-739441720,2012-05-03T13:08:20+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD267,se,Sweden
1,1-739441720,2012-05-03T13:13:53+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD267,se,Sweden
0,1-739443383,2012-05-03T12:33:54+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-739443419,2012-05-03T13:02:22+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden
0,1-739443876,2012-05-03T12:55:52+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
1,1-739443876,2012-05-03T12:56:34+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
