,SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Assigned,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=Closed,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer
18244,1-738503382,22258,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD698,fr,POLAND,0.0,0.0,43564.348,Friday,1,0,0,0,0,0,0,0,0,0,0
18245,1-738503382,22259,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD698,fr,POLAND,0.016,0.016,43564.364,Friday,2,0,0,0,0,0,0,0,0,0,0
18246,1-738503397,22261,Accepted,In Progress,A2_2,Org line A2,G21 2nd,Medium,PROD835,se,Sweden,0.0,0.0,43568.808,Friday,1,0,0,0,0,0,0,0,0,0,0
18247,1-738503397,22262,Queued,Awaiting Assignment,E_1,Org line C,G294 2nd,Medium,PROD835,se,Sweden,0.086,0.086,43568.894,Friday,1,1,0,0,0,0,0,0,0,0,0
18248,1-738505947,22266,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43562.622,Friday,1,0,0,0,0,0,0,0,0,0,0
18249,1-738505947,22267,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.582,0.582,43563.204,Friday,2,0,0,0,0,0,0,0,0,0,0
18250,1-738505947,22268,Queued,Awaiting Assignment,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,3.787,3.205,43566.409,Friday,2,1,0,0,0,0,0,0,0,0,0
18251,1-738506442,22270,Accepted,In Progress,missing,Org line C,N19 2nd,Low,PROD436,ca,Canada,0.0,0.0,43570.5,Friday,1,0,0,0,0,0,0,0,0,0,0
18252,1-738506442,22271,Accepted,In Progress,missing,Org line C,N19 2nd,Low,PROD436,ca,Canada,0.027,0.027,43570.527,Friday,2,0,0,0,0,0,0,0,0,0,0
18253,1-738508437,22275,Accepted,In Progress,V3_2,Org line C,S36,Low,PROD13,se,Sweden,0.0,0.0,43562.975,Friday,1,0,0,0,0,0,0,0,0,0,0
18254,1-738508437,22276,Accepted,In Progress,V3_2,Org line C,S36,Low,PROD13,se,Sweden,0.011,0.011,43562.986,Friday,2,0,0,0,0,0,0,0,0,0,0
18255,1-738509914,22279,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD267,se,Brazil,0.0,0.0,43562.28,Friday,1,0,0,0,0,0,0,0,0,0,0
18256,1-738509914,22280,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD267,se,Brazil,0.027,0.027,43562.307,Friday,2,0,0,0,0,0,0,0,0,0,0
18257,1-738510411,22288,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43563.231,Friday,1,0,0,0,0,0,0,0,0,0,0
18258,1-738510411,22289,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.141,0.141,43563.372,Friday,2,0,0,0,0,0,0,0,0,0,0
18259,1-738510411,22290,Accepted,Wait,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.234,0.093,43563.465,Friday,2,0,0,0,0,0,1,0,0,0,0
18260,1-738512606,22295,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD170,se,Sweden,0.0,0.0,43563.596,Friday,1,0,0,0,0,0,0,0,0,0,0
18261,1-738515627,22297,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.0,0.0,43563.89,Friday,1,0,0,0,0,0,0,0,0,0,0
18262,1-738515627,22298,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.534,0.534,43564.424,Friday,2,0,0,0,0,0,0,0,0,0,0
18263,1-738515627,22299,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,pl,POLAND,0.814,0.28,43564.704,Friday,2,1,0,0,0,0,0,0,0,0,0
18264,1-738515627,22300,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,pl,POLAND,0.815,0.001,43564.705,Friday,2,2,0,0,0,0,0,0,0,0,0
18265,1-738515627,22301,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,1.231,0.416,43565.121,Friday,3,2,0,0,0,0,0,0,0,0,0
18266,1-738515627,22302,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,2.325,1.094,43566.215,Friday,3,3,0,0,0,0,0,0,0,0,0
18267,1-738515627,22303,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,70.719,68.394,43634.609,Friday,4,3,0,0,0,0,0,0,0,0,0
18268,1-738515627,22304,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,70.722,0.003,43634.612,Friday,4,3,0,0,0,1,0,0,0,0,0
18269,1-738515627,22305,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,70.989,0.267,43634.879,Friday,5,3,0,0,0,1,0,0,0,0,0
18270,1-738515627,22306,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,71.052,0.063,43634.942,Friday,5,3,0,0,0,1,1,0,0,0,0
18271,1-738515915,22309,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43563.064,Friday,1,0,0,0,0,0,0,0,0,0,0
18272,1-738515915,22310,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.172,0.172,43563.236,Friday,2,0,0,0,0,0,0,0,0,0,0
18273,1-738516134,22312,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD813,pl,Brazil,0.0,0.0,43563.331,Friday,1,0,0,0,0,0,0,0,0,0,0
18274,1-738516134,22313,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD813,pl,Brazil,0.115,0.115,43563.446,Friday,2,0,0,0,0,0,0,0,0,0,0
18275,1-738516353,22315,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.0,0.0,43564.223,Friday,1,0,0,0,0,0,0,0,0,0,0
18276,1-738516353,22316,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.2,0.2,43564.423,Friday,2,0,0,0,0,0,0,0,0,0,0
18277,1-738516353,22317,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD544,se,Sweden,0.64,0.44,43564.863,Friday,2,1,0,0,0,0,0,0,0,0,0
18278,1-738516968,22323,Accepted,In Progress,V3_2,Org line C,N37,Low,PROD566,us,USA,0.0,0.0,43563.586,Friday,1,0,0,0,0,0,0,0,0,0,0
18279,1-738516996,22325,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,0.0,0.0,43563.576,Friday,1,0,0,0,0,0,0,0,0,0,0
18280,1-738517178,22327,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD13,us,Brazil,0.0,0.0,43564.49,Friday,1,0,0,0,0,0,0,0,0,0,0
18281,1-738517178,22328,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD13,us,Brazil,0.097,0.097,43564.587,Friday,2,0,0,0,0,0,0,0,0,0,0
18282,1-738517178,22329,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD13,us,Brazil,0.431,0.334,43564.921,Friday,2,1,0,0,0,0,0,0,0,0,0
18283,1-738517178,22330,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD13,us,Brazil,0.442,0.011,43564.932,Friday,3,1,0,0,0,0,0,0,0,0,0
18284,1-738517178,22331,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD13,us,Brazil,0.462,0.02,43564.952,Friday,3,1,0,1,0,0,0,0,0,0,0
18285,1-738517178,22332,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD13,us,Brazil,1.83,1.368,43566.32,Friday,4,1,0,1,0,0,0,0,0,0,0
18286,1-738517178,22333,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD13,us,Brazil,1.86,0.03,43566.35,Friday,4,2,0,1,0,0,0,0,0,0,0
18287,1-738517178,22334,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD13,us,Brazil,2.918,1.058,43567.408,Friday,5,2,0,1,0,0,0,0,0,0,0
18288,1-738517178,22335,Completed,Resolved,V3_2,Org line C,G97,Low,PROD13,us,Brazil,7.753,4.835,43572.243,Friday,5,2,1,1,0,0,0,0,0,0,0
18289,1-738517178,22336,Completed,Closed,V3_2,Org line C,G97,Low,PROD13,us,0,35.275,27.522,43599.765,Friday,5,2,1,1,0,0,0,0,1,0,0
18290,1-738517465,22339,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,fr,POLAND,0.0,0.0,43564.793,Friday,1,0,0,0,0,0,0,0,0,0,0
18291,1-738517465,22340,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,fr,POLAND,0.057,0.057,43564.85,Friday,2,0,0,0,0,0,0,0,0,0,0
18292,1-738517834,22344,Accepted,In Progress,V3_2,Org line C,T14,Medium,PROD267,fr,France,0.0,0.0,43567.145,Friday,1,0,0,0,0,0,0,0,0,0,0
18293,1-738517834,22345,Accepted,In Progress,V3_2,Org line C,T14,Medium,PROD267,fr,France,0.409,0.409,43567.554,Friday,2,0,0,0,0,0,0,0,0,0,0
18294,1-738517873,22347,Accepted,In Progress,V3_2,Org line C,N37,Low,PROD50,us,USA,0.0,0.0,43565.869,Friday,1,0,0,0,0,0,0,0,0,0,0
18295,1-738517873,22348,Accepted,In Progress,V3_2,Org line C,N37,Low,PROD50,us,USA,0.051,0.051,43565.92,Friday,2,0,0,0,0,0,0,0,0,0,0
18296,1-738519974,22351,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD533,se,Sweden,0.0,0.0,43563.218,Friday,1,0,0,0,0,0,0,0,0,0,0
18297,1-738519974,22352,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD533,se,Sweden,0.034,0.034,43563.252,Friday,2,0,0,0,0,0,0,0,0,0,0
18298,1-738520011,22354,Accepted,In Progress,missing,Org line G4,G51 2nd,Medium,PROD816,be,Sweden,0.0,0.0,43563.298,Friday,1,0,0,0,0,0,0,0,0,0,0
18299,1-738520011,22355,Accepted,In Progress,missing,Org line G4,G51 2nd,Medium,PROD816,be,Sweden,0.008,0.008,43563.306,Friday,2,0,0,0,0,0,0,0,0,0,0
18300,1-738520313,22357,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD327,pl,POLAND,0.0,0.0,43563.991,Friday,1,0,0,0,0,0,0,0,0,0,0
18301,1-738520406,22359,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND,0.0,0.0,43564.276,Friday,1,0,0,0,0,0,0,0,0,0,0
18302,1-738520406,22360,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND,0.025,0.025,43564.301,Friday,2,0,0,0,0,0,0,0,0,0,0
18303,1-738520406,22361,Accepted,Wait - User,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND,0.72,0.695,43564.996,Friday,2,0,0,1,0,0,0,0,0,0,0
18304,1-738520406,22362,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND,2.666,1.946,43566.942,Friday,3,0,0,1,0,0,0,0,0,0,0
18305,1-738520406,22363,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND,2.705,0.039,43566.981,Friday,3,1,0,1,0,0,0,0,0,0,0
18306,1-738520406,22364,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD258,pl,POLAND,2.706,0.001,43566.982,Friday,3,2,0,1,0,0,0,0,0,0,0
18307,1-738520406,22365,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD258,pl,INDIA,4.006,1.3,43568.282,Friday,4,2,0,1,0,0,0,0,0,0,0
18308,1-738520406,22366,Queued,Awaiting Assignment,E_10,Org line C,G253 2nd,Medium,PROD258,pl,INDIA,5.008,1.002,43569.284,Friday,4,3,0,1,0,0,0,0,0,0,0
18309,1-738520406,22367,Accepted,In Progress,E_10,Org line C,G253 2nd,Medium,PROD258,pl,Sweden,5.132,0.124,43569.408,Friday,5,3,0,1,0,0,0,0,0,0,0
18310,1-738520406,22368,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD258,pl,Sweden,5.259,0.127,43569.535,Friday,5,4,0,1,0,0,0,0,0,0,0
18311,1-738520406,22369,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD258,pl,POLAND,69.212,63.953,43633.488,Friday,6,4,0,1,0,0,0,0,0,0,0
18312,1-738520406,22370,Accepted,Assigned,V3_2,Org line C,G97,Medium,PROD258,pl,POLAND,69.217,0.005,43633.493,Friday,6,4,0,1,0,1,0,0,0,0,0
18313,1-738520406,22371,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD258,pl,POLAND,74.274,5.057,43638.55,Friday,7,4,0,1,0,1,0,0,0,0,0
18314,1-738520406,22372,Accepted,Wait - User,V3_2,Org line C,G97,Medium,PROD258,pl,POLAND,74.873,0.599,43639.149,Friday,7,4,0,2,0,1,0,0,0,0,0
18315,1-738520660,22376,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD494,pl,POLAND,0.0,0.0,43565.183,Friday,1,0,0,0,0,0,0,0,0,0,0
18316,1-738520958,22378,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden,0.0,0.0,43564.115,Friday,1,0,0,0,0,0,0,0,0,0,0
18317,1-738521200,22381,Accepted,In Progress,E_5,Org line C,G92,High,PROD793,in,INDIA,0.0,0.0,43565.076,Friday,1,0,0,0,0,0,0,0,0,0,0
18318,1-738521200,22382,Accepted,In Progress,E_5,Org line C,G92,High,PROD793,in,INDIA,0.288,0.288,43565.364,Friday,2,0,0,0,0,0,0,0,0,0,0
18319,1-738521200,22383,Accepted,Wait - Vendor,E_5,Org line C,G92,High,PROD793,in,INDIA,3.966,3.678,43569.042,Friday,2,0,0,0,0,0,0,1,0,0,0
18320,1-738521302,22386,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD348,se,Sweden,0.0,0.0,43565.104,Friday,1,0,0,0,0,0,0,0,0,0,0
18321,1-738521380,22388,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA,0.0,0.0,43565.648,Friday,1,0,0,0,0,0,0,0,0,0,0
18322,1-738521380,22389,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA,0.019,0.019,43565.667,Friday,2,0,0,0,0,0,0,0,0,0,0
18323,1-738521781,22392,Accepted,In Progress,missing,Org line G4,M21 2nd,Low,PROD31,se,Sweden,0.0,0.0,43566.385,Friday,1,0,0,0,0,0,0,0,0,0,0
18324,1-738521781,22393,Accepted,In Progress,missing,Org line G4,M21 2nd,Low,PROD31,se,Sweden,0.006,0.006,43566.391,Friday,2,0,0,0,0,0,0,0,0,0,0
18325,1-738521911,22395,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD660,se,0,0.0,0.0,43563.658,Friday,0,1,0,0,0,0,0,0,0,0,0
18326,1-738521911,22396,Accepted,In Progress,missing,Other,S56,Medium,PROD660,se,Sweden,0.534,0.534,43564.192,Friday,1,1,0,0,0,0,0,0,0,0,0
18327,1-738521911,22397,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,0.853,0.319,43564.511,Friday,1,2,0,0,0,0,0,0,0,0,0
18328,1-738521911,22398,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,0.98,0.127,43564.638,Friday,2,2,0,0,0,0,0,0,0,0,0
18329,1-738521911,22399,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,1.028,0.048,43564.686,Friday,2,2,0,0,0,1,0,0,0,0,0
18330,1-738521931,22401,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD802,se,0,0.0,0.0,43567.553,Friday,0,1,0,0,0,0,0,0,0,0,0
18331,1-738521931,22402,Accepted,In Progress,missing,Other,S56,Medium,PROD802,se,Sweden,1.849,1.849,43569.402,Friday,1,1,0,0,0,0,0,0,0,0,0
18332,1-738521931,22403,Queued,Awaiting Assignment,E_5,Org line C,S40,Medium,PROD802,se,Sweden,1.951,0.102,43569.504,Friday,1,2,0,0,0,0,0,0,0,0,0
18333,1-738521931,22404,Accepted,In Progress,E_5,Org line C,S40,Medium,PROD802,se,Sweden,2.466,0.515,43570.019,Friday,2,2,0,0,0,0,0,0,0,0,0
18334,1-738521931,22405,Queued,Awaiting Assignment,E_10,Org line C,G138 2nd,Medium,PROD802,se,Sweden,2.574,0.108,43570.127,Friday,2,3,0,0,0,0,0,0,0,0,0
18335,1-738521961,22407,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD804,se,0,0.0,0.0,43572.38,Friday,0,1,0,0,0,0,0,0,0,0,0
18336,1-738521961,22408,Accepted,In Progress,missing,Other,S56,Medium,PROD804,se,Sweden,8.617,8.617,43580.997,Friday,1,1,0,0,0,0,0,0,0,0,0
18337,1-738521961,22409,Accepted,Wait - User,missing,Other,S56,Medium,PROD804,se,Sweden,9.793,1.176,43582.173,Friday,1,1,0,1,0,0,0,0,0,0,0
18338,1-738521971,22411,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD544,se,0,0.0,0.0,43625.471,Friday,0,1,0,0,0,0,0,0,0,0,0
18339,1-738521971,22412,Accepted,In Progress,missing,Other,S56,Medium,PROD544,se,Sweden,0.58,0.58,43626.051,Friday,1,1,0,0,0,0,0,0,0,0,0
18340,1-738522001,22414,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD734,se,0,0.0,0.0,43637.858,Friday,0,1,0,0,0,0,0,0,0,0,0
18341,1-738522011,22416,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD660,se,0,0.0,0.0,43638.715,Friday,0,1,0,0,0,0,0,0,0,0,0
18342,1-738522011,22417,Accepted,In Progress,missing,Other,S56,Medium,PROD660,se,Sweden,0.513,0.513,43639.228,Friday,1,1,0,0,0,0,0,0,0,0,0
18343,1-738522011,22418,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,0.694,0.181,43639.409,Friday,1,2,0,0,0,0,0,0,0,0,0
18344,1-738522011,22419,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,6.134,5.44,43644.849,Friday,2,2,0,0,0,0,0,0,0,0,0
18345,1-738522011,22420,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,6.192,0.058,43644.907,Friday,2,2,0,0,0,1,0,0,0,0,0
18346,1-738522021,22422,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD362,se,Sweden,0.0,0.0,43639.76,Friday,0,1,0,0,0,0,0,0,0,0,0
18347,1-738522031,22424,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD660,se,Sweden,0.0,0.0,43644.774,Friday,0,1,0,0,0,0,0,0,0,0,0
18348,1-738522031,22425,Accepted,In Progress,missing,Other,S56,Medium,PROD660,se,Sweden,0.216,0.216,43644.99,Friday,1,1,0,0,0,0,0,0,0,0,0
18349,1-738522031,22426,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,1.134,0.918,43645.908,Friday,1,2,0,0,0,0,0,0,0,0,0
18350,1-738522041,22428,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD272,SE,Sweden,0.0,0.0,43645.702,Friday,0,1,0,0,0,0,0,0,0,0,0
18351,1-738522041,22429,Accepted,In Progress,missing,Other,S56,Medium,PROD272,SE,Sweden,0.763,0.763,43646.465,Friday,1,1,0,0,0,0,0,0,0,0,0
18352,1-738522041,22430,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD272,SE,Sweden,1.706,0.943,43647.408,Friday,1,2,0,0,0,0,0,0,0,0,0
18353,1-738522041,22431,Accepted,In Progress,E_10,Org line C,G146 2nd,Medium,PROD272,SE,Sweden,1.85,0.144,43647.552,Friday,2,2,0,0,0,0,0,0,0,0,0
18354,1-738522041,22432,Accepted,Assigned,E_10,Org line C,G146 2nd,Medium,PROD272,SE,Sweden,1.854,0.004,43647.556,Friday,2,2,0,0,0,1,0,0,0,0,0
18355,1-738522041,22433,Accepted,Assigned,E_10,Org line C,G146 2nd,Medium,PROD272,SE,Sweden,1.855,0.001,43647.557,Friday,2,2,0,0,0,2,0,0,0,0,0
18356,1-738522051,22435,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD544,se,0,0.0,0.0,43649.204,Friday,0,1,0,0,0,0,0,0,0,0,0
18357,1-738522061,22437,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD660,se,0,0.0,0.0,43650.674,Friday,0,1,0,0,0,0,0,0,0,0,0
18358,1-738522061,22438,Accepted,In Progress,missing,Other,S56,Medium,PROD660,se,Sweden,0.328,0.328,43651.002,Friday,1,1,0,0,0,0,0,0,0,0,0
18359,1-738522071,22440,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD660,se,Sweden,0.0,0.0,43654.363,Friday,0,1,0,0,0,0,0,0,0,0,0
18360,1-738522111,22442,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,0.0,0.0,43715.51,Friday,0,1,0,0,0,0,0,0,0,0,0
18361,1-738522111,22443,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,0.736,0.736,43716.246,Friday,1,1,0,0,0,0,0,0,0,0,0
18362,1-738522111,22444,Accepted,Wait - Vendor,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,1.423,0.687,43716.933,Friday,1,1,0,0,0,0,0,1,0,0,0
18363,1-738522111,22445,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,3.711,2.288,43719.221,Friday,1,1,1,0,0,0,0,1,0,0,0
18364,1-738522111,22446,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,360.22,356.509,44075.73,Friday,2,1,1,0,0,0,0,1,0,0,0
18365,1-738522111,22447,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,360.259,0.039,44075.769,Friday,2,2,1,0,0,0,0,1,0,0,0
18366,1-738522111,22448,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD11,se,Sweden,360.444,0.185,44075.954,Friday,3,2,1,0,0,0,0,1,0,0,0
18367,1-738522111,22449,Queued,Awaiting Assignment,V3_2,Org line C,N52 2nd,Medium,PROD11,se,Sweden,360.494,0.05,44076.004,Friday,3,3,1,0,0,0,0,1,0,0,0
18368,1-738522191,22451,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD264,SE,0,0.0,0.0,43739.445,Friday,0,1,0,0,0,0,0,0,0,0,0
18369,1-738522191,22452,Accepted,In Progress,missing,Other,S56,Medium,PROD264,SE,Sweden,0.406,0.406,43739.851,Friday,1,1,0,0,0,0,0,0,0,0,0
18370,1-738522191,22453,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD264,SE,Sweden,0.739,0.333,43740.184,Friday,1,2,0,0,0,0,0,0,0,0,0
18371,1-738526946,22455,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD698,fr,POLAND,0.0,0.0,43564.228,Friday,1,0,0,0,0,0,0,0,0,0,0
18372,1-738526946,22456,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD698,fr,POLAND,0.025,0.025,43564.253,Friday,2,0,0,0,0,0,0,0,0,0,0
18373,1-738527048,22458,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD505,se,Sweden,0.0,0.0,43564.211,Friday,1,0,0,0,0,0,0,0,0,0,0
18374,1-738527073,22460,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD379,pl,POLAND,0.0,0.0,43564.377,Friday,1,0,0,0,0,0,0,0,0,0,0
18375,1-738527073,22461,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD379,pl,POLAND,0.037,0.037,43564.414,Friday,2,0,0,0,0,0,0,0,0,0,0
18376,1-738527073,22462,Queued,Awaiting Assignment,V3_2,Org line C,G179,Low,PROD379,pl,POLAND,0.174,0.137,43564.551,Friday,2,1,0,0,0,0,0,0,0,0,0
18377,1-738527216,22465,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD252,fr,POLAND,0.0,0.0,43564.578,Friday,1,0,0,0,0,0,0,0,0,0,0
18378,1-738527216,22466,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD252,fr,POLAND,0.033,0.033,43564.611,Friday,2,0,0,0,0,0,0,0,0,0,0
18379,1-738527216,22467,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD252,fr,POLAND,0.506,0.473,43565.084,Friday,3,0,0,0,0,0,0,0,0,0,0
18380,1-738527224,22469,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD378,pl,POLAND,0.0,0.0,43564.648,Friday,1,0,0,0,0,0,0,0,0,0,0
18381,1-738527224,22470,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD378,pl,POLAND,0.037,0.037,43564.685,Friday,2,0,0,0,0,0,0,0,0,0,0
18382,1-738527224,22471,Queued,Awaiting Assignment,V3_2,Org line C,G179,Low,PROD378,pl,POLAND,0.112,0.075,43564.76,Friday,2,1,0,0,0,0,0,0,0,0,0
18383,1-738527224,22472,Accepted,In Progress,V3_2,Org line C,G179,Low,PROD378,pl,POLAND,0.474,0.362,43565.122,Friday,3,1,0,0,0,0,0,0,0,0,0
18384,1-738527224,22473,Accepted,Assigned,V3_2,Org line C,G179,Low,PROD378,pl,POLAND,0.486,0.012,43565.134,Friday,3,1,0,0,0,1,0,0,0,0,0
18385,1-738527224,22474,Accepted,In Progress,V3_2,Org line C,G179,Low,PROD378,pl,POLAND,1.509,1.023,43566.157,Friday,4,1,0,0,0,1,0,0,0,0,0
18386,1-738527224,22475,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD378,pl,POLAND,1.641,0.132,43566.289,Friday,4,2,0,0,0,1,0,0,0,0,0
18387,1-738527296,22477,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD321,us,USA,0.0,0.0,43565.298,Friday,1,0,0,0,0,0,0,0,0,0,0
18388,1-738527296,22478,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD321,us,USA,0.006,0.006,43565.304,Friday,2,0,0,0,0,0,0,0,0,0,0
18389,1-738527296,22479,Queued,Awaiting Assignment,V3_2,Org line C,N49,Medium,PROD321,us,USA,0.043,0.037,43565.341,Friday,2,1,0,0,0,0,0,0,0,0,0
18390,1-738527447,22482,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,in,POLAND,0.0,0.0,43565.656,Friday,1,0,0,0,0,0,0,0,0,0,0
18391,1-738527447,22483,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,in,POLAND,0.083,0.083,43565.739,Friday,2,0,0,0,0,0,0,0,0,0,0
18392,1-738527582,22486,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA,0.0,0.0,43565.513,Friday,1,0,0,0,0,0,0,0,0,0,0
18393,1-738527582,22487,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA,0.01,0.01,43565.523,Friday,2,0,0,0,0,0,0,0,0,0,0
18394,1-738527817,22492,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD348,pl,INDIA,0.0,0.0,43567.165,Friday,1,0,0,0,0,0,0,0,0,0,0
